u,v,key,osmid,oneway,highway,maxspeed,reversed,length,from,to,lanes,name,bridge,junction,width,access,service,tunnel
1264324826,5394918858,0,110843341,0,residential,40,True,94.228,5394918858,1264324826,,,,,,,,,
1264324826,1264332174,0,110844322,0,residential,30,False,50.539,1264332174,1264324826,2,Calle Condesuyos,,,,,,,
1264325117,1264340604,0,110822608,0,residential,50,False,15.02,1264340604,1264325117,,Avenida Francisco Bolognesi,,,,,,,
1264325117,5437797051,0,458554561,0,residential,50,True,57.859,5437797051,1264325117,,Avenida Francisco Bolognesi,,,,,,,
1264325117,4071980290,0,599074155,0,residential,,False,9.857,4071980290,1264325117,,,,,,,,,
1264325169,4475973323,0,649901512,1,secondary,40,False,68.313,1264325169,4475973323,2,Avenida V?�rgen del Pilar,,,,,,,
1264325169,4446573347,0,110821183,1,residential,30,False,84.105,4446573347,1264325169,,Nicol?�s SIlva,,,,,,,
1264325169,5375593656,0,649901512,1,secondary,40,False,93.012,5375593656,1264325169,2,Avenida V?�rgen del Pilar,,,,,,,
1264325387,4025080596,0,110810059,1,residential,40,False,45.1,1264325387,4025080596,,Calle 28 de Julio,,,,,,,
1264325387,11068021144,0,110830513,1,residential,40,False,123.408,1264325387,11068021144,2,Calle ?�lvarez Thomas,,,,,,,
1264325387,1264359104,0,110810059,1,residential,40,False,115.961,1264359104,1264325387,,Calle 28 de Julio,,,,,,,
1264325387,10920875902,0,110830513,1,residential,40,False,254.389,10920875902,1264325387,2,Calle ?�lvarez Thomas,,,,,,,
1264325468,5110333120,0,525273209,1,secondary,,False,21.809,1264325468,5110333120,2,,,,roundabout,,,,
1264325468,7567879880,0,525273209,1,secondary,,False,1.761,7567879880,1264325468,2,,,,roundabout,,,,
1264326850,5169519254,0,557383921,0,living_street,,False,85.829,5169519254,1264326850,,,,,,,,,
1264327387,1264341523,0,110831412,1,tertiary,30,False,121.887,1264327387,1264341523,1,Calle Sim??n Bol?�var,,,,,,,
1264327387,1264336497,0,563718958,0,residential,30,False,67.309,1264336497,1264327387,2,Calle Francisco de Zela,,,,,,,
1264327599,5406208477,0,557378638,0,residential,,False,53.631,5406208477,1264327599,,Urbanizaci??n las Orqu?�deas Manzana A,,,,,,,
1264327599,4557425637,0,560588005,0,residential,,False,85.752,4557425637,1264327599,,,,,,,,,
1264327599,5465573033,0,"[557378638, 1186045870]",0,"['footway', 'residential']",,True,78.402,5465573033,1264327599,,"['Urbanizaci??n las Orqu?�deas Manzana A', 'Pasaje las Orqu?�deas']",,,,,,,
1264327617,1264362312,0,110816503,0,residential,30,True,28.078,1264362312,1264327617,2,Toribio Pacheco,,,,,,,
1264327886,10907229425,0,1173853704,0,tertiary_link,,True,11.005,10907229425,1264327886,,,,,,,,,
1264327886,1264357603,0,110834851,1,secondary,50,False,66.786,1264327886,1264357603,2,Avenida Arturo Ib?�??ez,,,,,,,
1264327886,5431347809,0,110834851,1,secondary,50,False,135.122,5431347809,1264327886,2,Avenida Arturo Ib?�??ez,,,,,,,
1264327928,4051788314,0,402767404,0,corridor,,True,117.015,4051788314,1264327928,,,,,,,,,
1264327928,4444938121,0,402767405,1,residential,30,False,116.031,1264327928,4444938121,2,Octavio Mu??oz Najar,,,,,,,
1264327928,1264363601,0,110806537,1,residential,20,False,18.298,1264363601,1264327928,1,Octavio Mu??oz Najar,,,,,,,
1264328057,5465641359,0,567972877,0,service,,False,116.712,5465641359,1264328057,,,,,,,,driveway,
1264328057,11008708918,0,405359193,1,secondary,30,False,28.898,11008708918,1264328057,,Avenida Jes??s,,,,,,,
1264328280,11019063487,0,110843762,1,secondary,40,False,12.623,1264328280,11019063487,2,Sebastian Barranca,,,,,,,
1264328280,11019063510,0,599456217,0,secondary,40,True,12.594,11019063510,1264328280,2,Avenida Venezuela,,,,,,,
1264328390,1264339385,0,110843379,0,residential,,False,47.7,1264339385,1264328390,,,,,,,,,
1264328390,5393843663,0,109454288,0,residential,,False,91.41,5393843663,1264328390,,,,,,,,,
1264328390,4030247145,0,110817050,0,tertiary,30,False,138.907,4030247145,1264328390,2,Monterreal Isla,,,,,,,
1264328390,5393843683,0,110817364,0,tertiary,30,True,29.109,5393843683,1264328390,,Ciudad de las Corrientes,,,,,,,
1264328528,11016609800,0,110832283,1,secondary,50,False,10.893,1264328528,11016609800,3,Avenida Jorge Ch?�vez,,,,,,,
1264328528,11016609798,0,354690700,0,residential,40,True,9.509,11016609798,1264328528,2,Avenida Garc?�a de Carbajal,,,,,,,
1264328528,5432104280,0,1185615467,0,tertiary,40,False,63.931,5432104280,1264328528,2,Avenida Garc?�a de Carbajal,,,,,,,
1264328528,5200744112,0,110832283,1,secondary,50,False,109.726,5200744112,1264328528,3,Avenida Jorge Ch?�vez,,,,,,,
1264328681,4067034582,0,227661752,1,secondary,40,False,28.797,1264328681,4067034582,2,Avenida Daniel Alcides Carri??n,,,,,,,
1264328681,5391133833,0,"[558925035, 536972100]",0,"['footway', 'steps']",,False,50.72,5391133833,1264328681,,,,,,,,,
1264328797,1264336186,0,405722947,1,primary,50,False,39.635,1264328797,1264336186,2,Avenida Jos?� Abelardo Qui??ones,,,,,,,
1264328797,1264346600,0,557860221,1,service,,False,39.776,1264346600,1264328797,,Pasaje John F. Kennedy,,,,,,alley,
1264328797,10062503681,0,405722947,1,primary,50,False,15.433,10062503681,1264328797,2,Avenida Jos?� Abelardo Qui??ones,,,,,,,
1264328798,11012708628,0,568440751,0,residential,,True,53.335,11012708628,1264328798,,Avenida Republica de Argentina,,,,,,,
1264328864,5104485323,0,528988278,1,unclassified,30,False,50.612,1264328864,5104485323,2,,,,,,,,
1264329960,4915894850,0,110822619,0,secondary,50,True,5.045,4915894850,1264329960,4,Avenida Independencia,,,,,,,
1264329960,9675005098,0,110822619,0,secondary,50,False,13.969,9675005098,1264329960,4,Avenida Independencia,,,,,,,
1264329960,4915894855,0,354948228,0,secondary,40,True,13.904,4915894855,1264329960,,Calle Paucarpata,,,,,,,
1264329960,4915894853,0,110813686,1,tertiary,40,False,15.861,4915894853,1264329960,2,Calle Paucarpata,,,,,,,
1264330177,5399025221,0,198374829,0,secondary,50,True,8.643,5399025221,1264330177,4,Avenida Lambramani,,,,,,,
1264330177,4978429964,0,198374829,0,secondary,50,False,13.34,4978429964,1264330177,4,Avenida Lambramani,,,,,,,
1264330177,5399025120,0,1185573531,0,tertiary,30,True,14.566,5399025120,1264330177,2,Monterreal Isla,,,,,,,
1264330224,5169519214,0,557383918,1,living_street,,False,28.286,1264330224,5169519214,,,,,,,,,
1264330224,5460746918,0,567214092,0,living_street,,True,122.052,5460746918,1264330224,,,,,,,,,
1264330224,5375618176,0,557383918,1,living_street,,False,37.091,5375618176,1264330224,,,,,,,,,
1264330270,4444938124,0,408754006,0,residential,40,False,10.14,4444938124,1264330270,4,Siglo XX,,,,,,,
1264330270,4444938117,0,426200710,1,tertiary,40,False,140.192,1264330270,4444938117,3,Corbacho,,,,,,,
1264330270,4051788314,0,1184486859,1,residential,40,False,131.34,1264330270,4051788314,5,Siglo XX,,,,,,,
1264330270,3946688688,0,426200710,1,tertiary,40,False,97.426,3946688688,1264330270,3,Corbacho,,,,,,,
1264330307,5406208477,0,557378638,0,residential,,True,107.322,5406208477,1264330307,,Urbanizaci??n las Orqu?�deas Manzana A,,,,,,,
1264330307,5406208483,0,557378638,0,residential,,False,112.543,5406208483,1264330307,,Urbanizaci??n las Orqu?�deas Manzana A,,,,,,,
1264330307,5406208479,0,110821183,1,residential,30,False,61.187,5406208479,1264330307,,Nicol?�s SIlva,,,,,,,
1264330326,1264365890,0,110809040,0,residential,30,True,51.426,1264365890,1264330326,2,Obando,,,,,,,
1264330326,5375734627,0,110809040,0,residential,30,False,25.922,5375734627,1264330326,2,Obando,,,,,,,
1264330326,5375734625,0,557398373,0,residential,,True,126.848,5375734625,1264330326,,,,,,,,,
1264330375,5411420138,0,356857777,0,tertiary,40,True,57.727,5411420138,1264330375,4,Thomas ?�lvares,,,,,,,
1264330375,1264336438,0,356857777,0,tertiary,40,False,64.986,1264336438,1264330375,4,Thomas ?�lvares,,,,,,,
1264330375,4110468104,0,409155458,0,footway,,False,39.971,4110468104,1264330375,,,,,,,,,
1264330503,3347222809,0,327910300,0,residential,,False,59.762,3347222809,1264330503,,Las Esmeraldas,,,,,,,
1264330503,3347222805,0,327910300,0,residential,,True,71.187,3347222805,1264330503,,Las Esmeraldas,,,,,,,
1264330503,1264333979,0,558925032,0,residential,,True,63.309,1264333979,1264330503,,,,,,,,,
1264330536,5379805298,0,110806641,1,residential,,False,87.502,1264330536,5379805298,2,Calle Beaterio,,,,,,,
1264330536,10656093774,0,110806641,1,residential,,False,5.413,10656093774,1264330536,2,Calle Beaterio,,,,,,,
1264330616,5391148533,0,109453189,0,residential,,False,79.511,5391148533,1264330616,,,,,,,,,
1264330616,5391148534,0,110810678,0,residential,,False,64.72,5391148534,1264330616,,Urbanizaci??n Caba??a Mar?�a Manzana J,,,,,,,
1264330750,11008714467,0,110816350,0,residential,30,True,66.956,11008714467,1264330750,,Calle Benigno Ball??n Farf?�n,,,,,,,
1264330750,5375720555,0,557396855,0,residential,,True,83.554,5375720555,1264330750,,Calle Domingo Gamio,,,,,,,
1264330750,5375720554,0,557396855,0,residential,,False,83.281,5375720554,1264330750,,Calle Domingo Gamio,,,,,,,
1264330798,1264342868,0,"[559196657, 644545185]",0,"['service', 'residential']",,False,167.586,1264342868,1264330798,,Pasaje Bayoneta,,,,,no,alley,
1264330837,1292294891,0,110819120,0,residential,30,False,74.126,1292294891,1264330837,,Calle Ernesto Loreto,,,,,,,
1264330837,5479085223,0,110819120,0,residential,30,True,47.596,5479085223,1264330837,,Calle Ernesto Loreto,,,,,,,
1264330838,1264340402,0,649901512,1,secondary,40,False,27.871,1264330838,1264340402,2,Avenida V?�rgen del Pilar,,,,,,,
1264330838,5401378920,0,560100737,0,service,,True,68.023,5401378920,1264330838,,,,,,,,,
1264330838,3946746980,0,649901512,1,secondary,40,False,38.076,3946746980,1264330838,2,Avenida V?�rgen del Pilar,,,,,,,
1264330973,1264366778,0,110836957,0,residential,30,True,57.229,1264366778,1264330973,2,Calle 2 de Mayo,,,,,,,
1264330973,1264369127,0,559194770,1,residential,30,False,127.93,1264369127,1264330973,,Calle Quinta Roma??a,,,,,,,
1264331848,5468788422,0,296109659,1,primary,40,False,83.387,1264331848,5468788422,2,Avenida Venezuela,,,,,,,
1264331848,5703278329,0,296109670,1,primary_link,40,False,123.369,5703278329,1264331848,,,,,,,,,
1264332080,5424521143,0,110817498,0,service,,False,21.364,5424521143,1264332080,,Calle Las Mecedes,,,,,private,alley,
1264332174,5394916331,0,110840366,0,residential,40,True,52.503,5394916331,1264332174,2,Ram??n Castilla,,,,,,,
1264332174,1264367234,0,599431005,1,residential,40,False,67.162,1264332174,1264367234,,Calle Condesuyos,,,,,,,
1264332361,5483415865,0,559192696,1,tertiary,,False,53.552,1264332361,5483415865,,,,,,,,,
1264332361,2085088948,0,1270964368,0,secondary,50,True,33.508,2085088948,1264332361,4,Avenida Independencia,,,,,,,
1264332361,1264367456,0,1270964368,0,secondary,50,False,102.428,1264367456,1264332361,4,Avenida Independencia,,,,,,,
1264332393,5391133719,0,570474812,1,tertiary,40,False,18.674,1264332393,5391133719,,Calle Manzanitos,,,,,,,
1264332393,1264348212,0,110824562,1,tertiary,40,False,192.657,1264348212,1264332393,2,Calle Manzanitos,,,,,,,
1264333227,1264347093,0,77720543,1,residential,40,False,52.548,1264333227,1264347093,,Calle Garc?�a Calder??n,,,,,,,
1264333227,5391127549,0,399149795,1,residential,40,False,63.216,5391127549,1264333227,,Avenida Luna Pizarro,,,,,,,
1264333444,4066951578,0,227661755,1,primary,60,False,8.669,4066951578,1264333444,3,Avenida Venezuela,,,,,,,
1264333912,5468199637,0,557655229,0,residential,,False,67.401,5468199637,1264333912,,,,,,,,,
1264333912,5391148537,0,557655230,0,residential,,True,53.499,5391148537,1264333912,,,,,,,,,
1264333912,5391148536,0,557655230,0,residential,,False,61.711,5391148536,1264333912,,,,,,,,,
1264333979,5391133837,0,558925032,0,residential,,True,34.023,5391133837,1264333979,,,,,,,,,
1264333979,5391133833,0,558925033,0,residential,,False,62.365,5391133833,1264333979,,,,,,,,,
1264334238,1264363733,0,1270964369,0,secondary,50,False,53.358,1264363733,1264334238,4,Avenida Independencia,,,,,,,
1264334361,5467655510,0,109452968,0,tertiary,40,True,68.938,5467655510,1264334361,2,Calle Don Bosco,,,,,,,
1264334361,1264347448,0,1270964367,1,secondary,50,False,121.195,1264334361,1264347448,3,Avenida Goyeneche,,,,,,,
1264334361,2085088946,0,1270964366,1,secondary,50,False,64.631,2085088946,1264334361,3,Avenida Goyeneche,,,,,,,
1264334973,5379858303,0,557857111,0,residential,,True,65.6,5379858303,1264334973,,Los Topacios,,,,,,,
1264334973,5391133831,0,558925031,0,residential,,False,134.136,5391133831,1264334973,,Los Topacios,,,,,,,
1264334973,5391133825,0,572445611,0,residential,,True,59.969,5391133825,1264334973,,Las Amatistas,,,,,,,
1264334973,5391133824,0,572445611,0,residential,,False,56.551,5391133824,1264334973,,Las Amatistas,,,,,,,
1264335043,5391108743,0,1185165989,1,tertiary,40,False,110.763,1264335043,5391108743,2,Avenida Quiroz,,,,,,,
1264335043,5375241827,0,1175513186,1,residential,40,False,108.744,5375241827,1264335043,,Calle Benito Bonifaz,,,,,,,
1264335571,4475973322,0,1186896064,1,primary,40,False,5.994,1264335571,4475973322,2,Avenida Venezuela,,,,,,,
1264335571,1264368945,0,1184518148,1,primary,40,False,65.544,1264368945,1264335571,2,Avenida Venezuela,,,,,,,
1264335890,10904424550,0,103800670,1,primary,40,False,21.722,1264335890,10904424550,2,Avenida Miguel Forga,,,,,,,
1264335890,10774452945,0,558918787,0,residential,,True,65.777,10774452945,1264335890,2,Avenida Jacinto Ib?�??ez,,,,,,,
1264335890,2087449445,0,198637974,1,residential,40,False,18.664,2087449445,1264335890,,Calle Jacinto Ib?�??ez,,,,,,,
1264335890,10904424554,0,103800670,1,primary,40,False,20.03,10904424554,1264335890,2,Avenida Miguel Forga,,,,,,,
1264335971,5375593653,0,110811552,0,residential,30,True,62.853,5375593653,1264335971,,Urbanizaci??n Alvarez Thomas Manzana A,,,,,,,
1264335971,4446573306,0,110811552,0,residential,30,False,26.83,4446573306,1264335971,,Urbanizaci??n Alvarez Thomas Manzana A,,,,,,,
1264335971,4446573346,0,557381628,0,residential,,True,75.543,4446573346,1264335971,,,,,,,,,
1264336087,7567888649,0,1276190814,1,trunk,40,False,1.891,1264336087,7567888649,2,,,PE-34C,roundabout,,,,
1264336110,4209897896,0,421178081,0,living_street,,True,24.073,4209897896,1264336110,,Pasaje V. Hugo,,,,,private,,
1264336110,5375241839,0,557340211,0,residential,,False,26.48,5375241839,1264336110,,Pasaje V. Hugo,,,,,private,,
1264336186,5460698713,0,405722947,1,primary,50,False,40.12,1264336186,5460698713,2,Avenida Jos?� Abelardo Qui??ones,,,,,,,
1264336186,5460698715,0,567207328,1,service,,False,83.402,1264336186,5460698715,,Huascar,,,,,,alley,
1264336434,4066951578,0,227661755,1,primary,60,False,43.584,1264336434,4066951578,3,Avenida Venezuela,,,,,,,
1264336434,1264341343,0,"[370654149, 1185866311, 1185866312, 370654151, 1029047440, 423891064]",1,primary,"['60', '40']",False,453.807,1264341343,1264336434,2,Avenida Venezuela,,,,,,,
1264336434,7221094354,0,227815526,1,primary_link,40,False,96.493,7221094354,1264336434,1,,,,,,,,
1264336438,2084076687,0,356857777,0,tertiary,40,False,32.724,2084076687,1264336438,4,Thomas ?�lvares,,,,,,,
1264336438,2084076684,0,561143252,1,unclassified,,False,65.89,1264336438,2084076684,,Pasaje La Gruta,,,,,,,
1264336497,5169519126,0,408760591,1,residential,40,False,28.693,5169519126,1264336497,2,Calle Villalba,,,,,,,
1264336502,5399052227,0,596675266,1,tertiary,30,False,28.659,1264336502,5399052227,2,Pasaje Alfonso Ugarte,,,,,,,
1264336502,5683447612,0,596675276,1,primary,60,False,148.019,5683447612,1264336502,2,Avenida Alfonso Ugarte,,,,,,,
1264336538,5483415869,0,570359081,0,footway,,False,56.77,5483415869,1264336538,,,,,,,,,
1264336604,5468199637,0,557655229,0,residential,,True,57.755,5468199637,1264336604,,,,,,,,,
1264336604,1264348873,0,559841030,0,residential,,True,59.63,1264348873,1264336604,,,,,,,,,
1264336604,1264368111,0,557655229,0,residential,,False,50.464,1264368111,1264336604,,,,,,,,,
1264336700,5467655508,0,110834333,1,tertiary,40,False,141.61,1264336700,5467655508,2,Avenida la Salle,,,,,,,
1264336700,2085088946,0,198371877,1,secondary,50,False,8.836,1264336700,2085088946,3,Avenida Goyeneche,,,,,,,
1264336700,1264365834,0,198371877,1,secondary,50,False,74.984,1264365834,1264336700,3,Avenida Goyeneche,,,,,,,
1264336743,5394918859,0,110822619,0,secondary,50,False,51.658,5394918859,1264336743,4,Avenida Independencia,,,,,,,
1264336743,4742415721,0,1270964369,0,secondary,50,True,30.082,4742415721,1264336743,4,Avenida Independencia,,,,,,,
1264336850,5375241825,0,1184523285,0,residential,,True,49.041,5375241825,1264336850,,Callle Micaela Bastidas,,,,,,,
1264336850,5375241824,0,1184523284,1,residential,,False,168.951,1264336850,5375241824,,Callle Micaela Bastidas,,,,,,,
1264336928,1264338242,0,1185052467,1,tertiary,40,False,115.83,1264336928,1264338242,2,Avenida Andr?�s Martinez,,,,,,,
1264336977,1264357501,0,109450729,0,tertiary,40,True,70.355,1264357501,1264336977,,G??mez de la Torre,,,,,,,
1264336977,5092534875,0,109450729,0,tertiary,40,False,15.36,5092534875,1264336977,,G??mez de la Torre,,,,,,,
1264336977,11012708629,0,110827658,0,residential,40,True,99.272,11012708629,1264336977,,Rep??blica de Chile,,,,,,,
1264336977,5483415873,0,110827658,0,residential,40,False,58.576,5483415873,1264336977,,Rep??blica de Chile,,,,,,,
1264337010,1281950259,0,582046423,0,tertiary_link,,False,12.433,1281950259,1264337010,,,,,,,,,
1264337010,11104998826,0,25979652,1,tertiary,50,False,126.37,11104998826,1264337010,2,Avenida San Jer??nimo,,,,,,,
1264337156,8236620905,0,110830590,1,residential,40,False,14.566,1264337156,8236620905,,Mariscal Benavides,,,,,,,
1264337156,5375618190,0,110839809,0,tertiary,40,False,72.465,5375618190,1264337156,,Thomas ?�lvares,,,,,,,
1264337156,4072011451,0,110839809,0,tertiary,40,True,243.289,4072011451,1264337156,,Thomas ?�lvares,,,,,,,
1264337180,5013179911,0,355515173,1,residential,,False,44.586,1264337180,5013179911,,Montereal,,,,,,,
1264337180,4106720368,0,408754917,0,service,,False,46.434,4106720368,1264337180,,,,,,,,alley,
1264337180,5013179908,0,355515173,1,residential,,False,9.862,5013179908,1264337180,,Montereal,,,,,,,
1264337197,4728634830,0,110842560,0,residential,40,True,31.477,4728634830,1264337197,2,Avenida Independencia,,,,,,,
1264337197,4728643408,0,479820571,0,living_street,,True,32.698,4728643408,1264337197,,,,,,,,,
1264337197,1264349620,0,"[110842560, 586708108]",0,residential,40,"[False, True]",61.414,1264349620,1264337197,2,Avenida Independencia,,,,,,,
1264337266,2906500735,0,110812752,0,residential,30,False,40.899,2906500735,1264337266,,Pasage C?�sar Vallejo,,,,,,,
1264337266,5394456309,0,559258553,0,residential,,True,43.057,5394456309,1264337266,,,,,,,,,
1264337360,1264359327,0,439562438,0,residential,40,False,63.431,1264359327,1264337360,,Avenida Lima,,,,,,,
